id|name|layer|x|y
2173|四甲坪遗址|榆次区|112.7697809|37.8516369
2174|西左付遗址|榆次区|112.7986785|37.81069336
2175|什贴墓群|榆次区|112.8544312|37.801763
2176|柏林头遗址|榆次区|112.8868769|37.78230841
2177|大发东遗址|榆次区|112.9112892|37.70846268
2178|大沟遗址|榆次区|112.9027673|37.6951352
2179|大发遗址|榆次区|112.9046255|37.70481044
2180|小壁遗址|榆次区|112.901614|37.71487012
2181|东赵遗址|榆次区|112.8953988|37.7164079
2182|郭村遗址|榆次区|112.8590686|37.70160672
2183|李墕遗址|榆次区|112.8657484|37.69587206
2184|北合流遗址|榆次区|112.8177246|37.69077815
2185|源涡遗址|榆次区|112.7970926|37.69353334
2186|东郝遗址|榆次区|112.7954908|37.66425135
2187|西长凝南遗址|榆次区|112.8877579|37.62920266
2188|壁达南遗址|榆次区|112.873213|37.6325986
2189|峪壁遗址|榆次区|112.85854|37.64727164
2190|壁达东遗址|榆次区|112.8754556|37.63727603
2191|近城墓群|榆次区|112.7386248|37.66261745
2192|聂村遗址|榆次区|112.7420127|37.73420456
2193|鸣谦遗址|榆次区|112.7281406|37.76066728
2194|聂店遗址|榆次区|112.7376556|37.75384336
2195|流村遗址|榆次区|112.7461775|37.7618847
2196|峪头遗址|榆次区|112.7640863|37.76316619
2197|苏村遗址|榆次区|112.7662969|37.77194438
2198|神堂沟遗址|榆次区|112.7824597|37.78252466
2199|沛霖遗址|榆次区|112.7710704|37.79741395
2200|西长凝遗址|榆次区|112.883521|37.63356773
2201|下丁里遗址|榆次区|112.6898081|37.52083685
2202|修文墓群|榆次区|112.7145929|37.61745302
2203|榆城坪遗址|榆次区|112.8560571|37.62469743
2204|福堂遗址|榆次区|112.8281968|37.56299379
2205|东长凝遗址|榆次区|112.8916304|37.62487764
2206|砖窑街城址|榆次区|112.7538165|37.68869191
2207|下小沿遗址|繁峙县|113.5430663|39.31764215
2208|曹家寨遗址|繁峙县|113.5693615|39.31143698
2209|义兴寨遗址|繁峙县|113.595288|39.36685343
2210|松涧遗址|繁峙县|113.6349765|39.3730586
2211|柏家庄遗址|繁峙县|113.6883041|39.35413591
2212|上台庄遗址|繁峙县|113.7596943|39.33656484
2213|卤城故城|繁峙县|113.7483898|39.3164134
2214|小庄遗址|繁峙县|113.7485127|39.30959386
2215|北河会墓群|繁峙县|113.7252894|39.31026967
2216|北河会遗址|繁峙县|113.7320475|39.30197564
2217|横涧遗址|繁峙县|113.886378|39.2823157
2218|山会遗址|繁峙县|113.6259453|39.24176708
2219|小柏峪遗址|繁峙县|113.7341364|39.24072264
2220|砂河遗址|繁峙县|113.5420219|39.27187136
2221|泉沟遗址|繁峙县|113.5522819|39.28520325
2222|代堡遗址|繁峙县|113.5708974|39.27850659
2223|横道遗址|繁峙县|113.6263139|39.3086723
2224|高营盘遗址|繁峙县|113.6909459|39.30689062
2225|中虎峪遗址|繁峙县|113.6524862|39.31678203
2226|白堡遗址|繁峙县|113.2008913|39.25417741
2227|高升寨墓群|繁峙县|113.2046697|39.2339031
2228|大沟遗址|繁峙县|113.4116519|39.23288939
2229|瓦磁地遗址|繁峙县|113.3955246|39.21961893
2230|下永兴遗址|繁峙县|113.429991|39.23611484
2231|光裕堡遗址|繁峙县|113.4005011|39.19012902
2232|繁峙县故城|繁峙县|113.2835552|39.17870168
2233|大宋峪遗址|繁峙县|113.4876806|39.18570553
2234|苏家口遗址|繁峙县|113.5144058|39.21639347
2235|苏家口墓群|繁峙县|113.5095216|39.22772865
2236|集义庄遗址|繁峙县|113.475516|39.2385109
2237|三圣地遗址|繁峙县|113.4605868|39.22874237
2238|上双井遗址|繁峙县|113.4792944|39.28965746
2239|和村遗址|繁峙县|113.5091529|39.29467996
2240|后河遗址|繁峙县|113.5061118|39.31311115
2241|下双井遗址|繁峙县|113.466669|39.24316477
2242|圣水头墓群|繁峙县|113.3077261|39.19554163
2243|圣水头遗址|繁峙县|113.3104845|39.19353552
2244|作头遗址|繁峙县|113.3345997|39.20440198
2245|作头北遗址|繁峙县|113.3343908|39.20235407
2246|姚家庄遗址|繁峙县|113.3414122|39.19111146
2247|牛家窑遗址|繁峙县|113.3383612|39.18647232
2248|福连坊遗址|繁峙县|113.3560819|39.20473633
2249|中咸阳遗址|太谷县|112.5567369|37.37775516
2250|东咸阳遗址|太谷县|112.5641847|37.37251105
2251|西山底遗址|太谷县|112.5655794|37.36297124
2252|平田亩遗址|太谷县|112.5777412|37.33030715
2253|西山底东遗址|太谷县|112.5694288|37.35369642
2254|东庄遗址|太谷县|112.6273371|37.36231573
2255|砖井地遗址|太谷县|112.5805585|37.40097707
2256|侯城墓群|太谷县|112.5864163|37.38845258
2257|石窑地遗址|太谷县|112.6182994|37.43984761
2258|沙沟遗址|太谷县|112.6499732|37.45471522
2259|郭里遗址|太谷县|112.6492759|37.4303357
2260|西沙坡遗址|太谷县|112.6690668|37.43691872
2261|阳邑遗址|太谷县|112.674799|37.43340406
2262|岗上遗址|太谷县|112.6795271|37.44089365
2263|大白园遗址|太谷县|112.6817029|37.44537066
2264|河西遗址|太谷县|112.6486064|37.39993103
2265|北野头遗址|太谷县|112.7640883|37.40825745
2266|下土河遗址|太谷县|112.7425819|37.42089352
2267|南垴遗址|太谷县|112.7397367|37.42407345
2268|王村遗址|太谷县|112.7363894|37.43411536
2269|东里遗址|太谷县|112.7667871|37.44045431
2270|白燕遗址|太谷县|112.7231709|37.44332567
2271|大白遗址|太谷县|112.7047992|37.4552452
2272|卧龙岗遗址|太谷县|112.7324772|37.44796482
2273|桥底遗址|太谷县|112.7630392|37.46609954
2274|内贾遗址|太谷县|112.7633777|37.51180947
2275|任村墓群|太谷县|112.7254229|37.52181653
2276|西岗上遗址|太谷县|112.7128135|37.52714798
2277|中吾遗址|太谷县|112.7087092|37.48970086
2278|孟高墓群|太谷县|112.6837444|37.49456687
2279|和仙地遗址|太谷县|112.6878911|37.48796602
2280|上庄遗址|太谷县|112.708286|37.47459507
2281|西吾遗址|太谷县|112.6758742|37.47933414
2282|东贾遗址|太谷县|112.7921185|37.51557106
2283|南崖头遗址|太谷县|112.7775675|37.50171904
2284|西仉遗址|太谷县|112.8005059|37.49695344
2285|枣涧遗址|太谷县|112.8051445|37.49695344
2286|磨堆地遗址|太谷县|112.785955|37.48437225
2287|温庄遗址|太谷县|112.8273998|37.48891546
2288|西南台遗址|太谷县|112.7708083|37.4755956
2289|南岭遗址|太谷县|112.7978134|37.47562737
2290|西沟遗址|太谷县|112.8324116|37.46117171
2291|南田受遗址|太谷县|112.8269471|37.45646965
2292|西曲河墓群|太谷县|112.8325387|37.45297488
2293|祁城墓群|祁县|112.3643277|37.35378943
2294|祁城东遗址|祁县|112.3767686|37.34573112
2295|梁家堡遗址|祁县|112.3838373|37.34700349
2296|温曲遗址|祁县|112.3771927|37.34035892
2297|梁村遗址|祁县|112.4242702|37.30261212
2298|祁任遗址|祁县|112.3957127|37.26804624
2299|河南遗址|祁县|112.4022159|37.25235375
2300|祁奚父子墓|祁县|112.3272171|37.32367681
2301|祁城西遗址|祁县|112.3611468|37.34954821
2302|北团柏遗址|祁县|112.4811731|37.3566169
2303|韩裔墓|祁县|112.494639|37.41084258
2304|王乔堡遗址|祁县|112.4419949|37.34141922
2305|鲁村遗址|祁县|112.4764283|37.31342722
2306|峪口遗址|祁县|112.494311|37.31681687
2307|弯沟遗址|祁县|112.4399174|37.30214493
2308|东磨支遗址|祁县|112.4873328|37.24047504
2309|盘陀遗址|祁县|112.4892414|37.22377526
2310|集林坪北遗址|祁县|112.5002155|37.17999799
2311|西团城遗址|祁县|112.4859014|37.17964014
2312|集林坪遗址|祁县|112.5061797|37.16759244
2313|坡底墓群|尧都区|111.2925329|36.12241548
2314|姑射遗址|尧都区|111.4073227|36.1191985
2315|金城堡东遗址|尧都区|111.4633261|36.14127052
2316|金城堡遗址|尧都区|111.4531135|36.13994288
2317|高堆遗址|尧都区|111.4713941|36.12942388
2318|官场墓群|尧都区|111.4806876|36.13790035
2319|嘉泉遗址|尧都区|111.4943725|36.14127052
2320|氵毛淇遗址|尧都区|111.5113254|36.13861524
2321|官场遗址|尧都区|111.4869173|36.13861524
2322|高堆墓群|尧都区|111.4815046|36.13024089
2323|高堆南遗址|尧都区|111.4776238|36.12605372
2324|孔家庄遗址|尧都区|111.4598539|36.09807116
2325|城居遗址|尧都区|111.4300394|36.03283809
2326|下靳遗址|尧都区|111.4339202|36.02446374
2327|下靳墓群|尧都区|111.4430094|36.02170634
2328|下靳汉墓|尧都区|111.4356563|36.01568089
2329|沙沟遗址|尧都区|111.4306522|36.01404688
2330|金井汉墓|尧都区|111.4866173|36.01956169
2331|柴村汉墓|尧都区|111.5101063|36.04488897
2332|神刘遗址|尧都区|111.4625155|36.03620825
2333|伊村东遗址|尧都区|111.4611879|36.04233582
2334|杜村墓群|尧都区|111.4661921|36.05428458
2335|杜村北遗址|尧都区|111.4599624|36.05326331
2336|杜村遗址|尧都区|111.4594517|36.04948465
2337|伊村遗址|尧都区|111.4469923|36.04049755
2338|饮马井遗址|尧都区|111.4523029|36.03825077
2339|西赵遗址|尧都区|111.4954001|36.07481193
2340|西赵墓群|尧都区|111.4962171|36.06745885
2341|郭村遗址|尧都区|111.4921321|36.06357805
2342|坟上遗址|尧都区|111.4675069|36.17290409
2343|南庄遗址|尧都区|111.4718728|36.15467457
2344|东涧北遗址|尧都区|111.4834386|36.21311626
2345|羊舍遗址|尧都区|111.4992171|36.22468204
2346|南峪遗址|尧都区|111.4981448|36.23486913
2347|魏村遗址|尧都区|111.5038128|36.23479253
2348|沟北遗址|尧都区|111.4772344|36.23149896
2349|魏村西遗址|尧都区|111.4972256|36.23823929
2350|车辐东遗址|尧都区|111.4910215|36.25026464
2351|车辐遗址|尧都区|111.480528|36.25547307
2352|西郭东遗址|尧都区|111.4768898|36.24681788
2353|西郭西北遗址|尧都区|111.4682346|36.24919232
2354|西郭遗址|尧都区|111.4690771|36.24559237
2355|北峪遗址|尧都区|111.4860045|36.2395414
2356|前庄遗址|尧都区|111.4061929|36.19940582
2357|前仓遗址|尧都区|111.1816176|36.16034257
2358|河底遗址|尧都区|111.192111|36.15130441
2359|吴家庄遗址|尧都区|111.4705324|36.27554086
2360|西沟遗址|尧都区|111.450771|36.2635921
2361|七里遗址|尧都区|111.5337996|36.04332091
2362|程村遗址|尧都区|111.5397739|36.04163583
2363|贾材遗址|尧都区|111.5358676|36.0349721
2364|东侯遗址|尧都区|111.5823605|36.02133826
2365|店上遗址|尧都区|111.5895604|36.02470842
2366|县底北遗址|尧都区|111.6024571|36.03121258
2367|上官遗址|尧都区|111.6160909|36.04188476
2368|县底遗址|尧都区|111.6052145|36.02585096
2369|县底墓群|尧都区|111.6050613|36.02176591
2370|朱村遗址|尧都区|111.5883126|36.01701704
2371|朱村墓群|尧都区|111.5916827|36.01344263
2372|桃园遗址|尧都区|111.5566024|35.97897506
2373|南席遗址|尧都区|111.5826446|35.98316223
2374|杨村遗址|尧都区|111.5804744|35.97654956
2375|大王遗址|尧都区|111.5662789|35.96255828
2376|大王东遗址|尧都区|111.5749596|35.95908599
2377|小苏西遗址|尧都区|111.571283|35.94754574
2378|小苏遗址|尧都区|111.5790957|35.94407345
2379|小苏墓群|尧都区|111.5762106|35.94044797
2380|柏壁遗址|尧都区|111.5931125|35.94616703
2381|柏壁北遗址|尧都区|111.5971976|35.94861806
2382|黎峰山遗址|尧都区|111.5940827|35.93534166
2383|曲河遗址|尧都区|111.6652136|35.9305928
2384|苏寨遗址|尧都区|111.6648561|35.9343204
2385|北曲河遗址|尧都区|111.6820133|35.94182667
2386|上吴庄遗址|尧都区|111.7065236|35.97389428
2387|赵南河遗址|尧都区|111.6920217|35.94284793
2388|北席遗址|尧都区|111.6031719|35.98757918
2389|翟家庄遗址|尧都区|111.6232908|35.98563879
2390|涧沟遗址|尧都区|111.6372821|35.98798769
2391|城隍城址|尧都区|111.6280907|36.03384233
2392|古贤墓群|尧都区|111.6934514|36.04926337
2393|古贤遗址|尧都区|111.6989663|36.04967188
2394|古贤东遗址|尧都区|111.6975365|36.04599534
2395|老母村遗址|尧都区|111.6969237|36.04063371
2396|北遆遗址|尧都区|111.7278424|36.05056548
2397|兰里遗址|尧都区|111.7211021|36.03391892
2398|上阳遗址|尧都区|111.7124214|36.06307593
2399|官雀遗址|尧都区|111.7346338|36.03070195
2400|西河堤遗址|尧都区|111.7216638|36.06966307
2401|青龙堡遗址|尧都区|111.772829|36.04055712
2402|坂下遗址|尧都区|111.5242795|36.10165408
2403|南孝墓群|尧都区|111.528705|36.10556892
2404|建设路墓群|尧都区|111.5351729|36.1042583
2405|太涧庄墓群|尧都区|111.5514163|36.18510231
2406|韩村北遗址|尧都区|111.5686246|36.16227712
2407|韩村遗址|尧都区|111.5683182|36.14849009
2408|东芦遗址|尧都区|111.5605566|36.14563056
2409|西张堡墓群|尧都区|111.5597396|36.12786061
2410|北焦堡遗址|尧都区|111.5395697|36.11729055
2411|樊家河遗址|尧都区|111.5468717|36.09681426
2412|下康庄墓群|尧都区|111.5562163|36.09701851
2413|下康庄遗址|尧都区|111.5641821|36.0953845
2414|上康庄墓群|尧都区|111.5624459|36.08711228
2415|南羊遗址|尧都区|111.593237|36.14159658
2416|北高南遗址|尧都区|111.6140707|36.14062638
2417|北高遗址|尧都区|111.6192791|36.15191132
2418|南麻遗址|尧都区|111.6347513|36.1450178
2419|北麻遗址|尧都区|111.6394491|36.15298364
2420|上村遗址|尧都区|111.7502559|36.07896772
2421|北永安遗址|尧都区|111.5738554|36.119361
2422|王村西遗址|尧都区|111.5992557|36.12837102
2423|王村东南遗址|尧都区|111.605523|36.12603123
2424|王村遗址|尧都区|111.6000078|36.1258641
2425|南高遗址|尧都区|111.5975426|36.12013996
2426|南侯遗址|尧都区|111.6271034|36.11742413
2427|乔李遗址|尧都区|111.6244711|36.11387266
2428|乔李墓群|尧都区|111.6305713|36.11132396
2429|乔李城址|尧都区|111.6338303|36.11186712
2430|西段遗址|尧都区|111.6296103|36.10330181
2431|东堡头遗址|尧都区|111.6552227|36.1000846
2432|东堡头南遗址|尧都区|111.6540946|36.09678382
2433|东段遗址|尧都区|111.6383428|36.09832975
2434|阎马庄遗址|尧都区|111.6138585|36.10221548
2435|东张遗址|尧都区|111.6089073|36.10833654
2436|东堡头西遗址|尧都区|111.6512534|36.09782837
2437|大堡遗址|尧都区|111.6733352|36.0875291
2438|王雅遗址|尧都区|111.6639499|36.08104706
2439|坡子遗址|尧都区|111.6808559|36.07950696
2440|新大堡遗址|尧都区|111.6841139|36.08341266
2441|贤庄遗址|尧都区|111.7060505|36.0924176
2442|大阳遗址|尧都区|111.7008277|36.08130358
2443|孝养遗址|尧都区|111.6923878|36.07516163
2444|北合理庄遗址|尧都区|111.6765796|36.05606087
2445|陈埝遗址|尧都区|111.6666565|36.06100265
2446|上陈遗址|尧都区|111.6874157|36.04938213
2447|南合理庄汉墓|尧都区|111.6507729|36.05134588
2448|南合理庄墓群|尧都区|111.6491016|36.04900609
2449|庞杜遗址|尧都区|111.6444337|36.05536337
2450|靳里沟遗址|尧都区|111.657366|36.06218868
2451|东里遗址|尧都区|111.632578|36.05681202
2452|北王北遗址|尧都区|111.6168459|36.09053741
2453|北王遗址|尧都区|111.6165117|36.08844831
2454|南练李南遗址|尧都区|111.6353136|36.07094164
2455|龙王沟遗址|尧都区|111.6234892|36.07821171
2456|南练李遗址|尧都区|111.6336841|36.07415886
2457|千伏遗址|尧都区|111.6257455|36.07428421
2458|西张遗址|尧都区|111.6032668|36.11126129
2459|泉坡遗址|尧都区|111.5904397|36.10549537
2460|泉坡西遗址|尧都区|111.5853005|36.10532824
2461|西孔郭墓群|尧都区|111.5909411|36.09446492
2462|西孔郭遗址|尧都区|111.5948268|36.0945067
2463|西孔墓群|尧都区|111.5769232|36.10163053
2464|西王遗址|尧都区|111.5821668|36.08264061
2465|西王东遗址|尧都区|111.5867002|36.0831211
2466|段店东遗址|尧都区|111.5808716|36.0731352
2467|段店遗址|尧都区|111.5777797|36.07133857
2468|东王遗址|尧都区|111.6010523|36.08404031
2469|东王东南遗址|尧都区|111.601303|36.0814916
2470|赵下遗址|尧都区|111.6130437|36.07998745
2471|东孔郭南遗址|尧都区|111.6080717|36.08867811
2472|东孔郭遗址|尧都区|111.6108711|36.09022404
2473|南北庄城址|平遥县|112.1404458|37.2256032
2474|南北庄墓群|平遥县|112.1468871|37.2256703
2475|京陵遗址|平遥县|112.2078786|37.24257882
2476|东大阎遗址|平遥县|112.2534377|37.25264342
2477|五里庄城址|平遥县|112.2151251|37.22285221
2478|阎良庄遗址|平遥县|112.2467279|37.22130897
2479|庞庄遗址|平遥县|112.2500828|37.20695015
2480|西郭遗址|平遥县|112.2163328|37.20158236
2481|北堡遗址|平遥县|112.2543099|37.17665571
2482|梁赵遗址|平遥县|112.1679892|37.14250317
2483|梁赵墓群|平遥县|112.1624201|37.13887992
2484|偏城遗址|平遥县|112.2542764|37.10150672
2485|段村遗址|平遥县|112.1847636|37.0918447
2486|希尧遗址|平遥县|112.1931507|37.08600724
2487|旭庄遗址|平遥县|112.1993908|37.08580594
2490|西卜宜遗址|平遥县|112.2319665|37.10281511
2491|东大阎墓群|平遥县|112.2691426|37.25403988
2492|罗鸣遗址|平遥县|112.3111623|37.25372536
2493|长则遗址|平遥县|112.3255673|37.23296713
2494|窑头遗址|平遥县|112.3559498|37.24114461
2495|上汪遗址|平遥县|112.3478352|37.22969613
2496|北依涧遗址|平遥县|112.3357577|37.21547989
2497|侯家庄遗址|平遥县|112.376305|37.19821307
2498|郭休遗址|平遥县|112.3075605|37.16513426
2499|庙西遗址|平遥县|112.2981457|37.1648374
2500|东侯壁遗址|平遥县|112.3173993|37.15974835
2501|乔家山遗址|平遥县|112.3280863|37.15957871
2502|河西凹遗址|平遥县|112.3349565|37.13752617
2503|梁坡底遗址|平遥县|112.2662119|37.10894268
2504|下沟西遗址|平遥县|112.2609957|37.10932436
2505|东泉遗址|平遥县|112.2902577|37.11666107
2506|梁坡底东遗址|平遥县|112.2778743|37.09490538
2507|后河底遗址|灵石县|111.6744569|36.75733248
2508|南关遗址|灵石县|111.6839766|36.70303646
2509|堡沟遗址|灵石县|111.6789894|36.67473111
2510|下园遗址|灵石县|111.5800958|36.74790606
2511|王禹遗址|灵石县|111.5904727|36.74826389
2512|高地原遗址|灵石县|111.5983449|36.7417336
2513|坛镇遗址|灵石县|111.5995525|36.79724101
2514|槐树原遗址|灵石县|111.5867603|36.8015349
2515|吴家沟遗址|灵石县|111.5397289|36.87562677
2516|峪口遗址|灵石县|111.6465392|36.89064046
2517|漫河遗址|灵石县|111.6146929|36.91890854
2518|南头遗址|灵石县|111.604946|36.92890896
2519|刘家庄遗址|灵石县|111.7566957|36.8618537
2520|河洲遗址|灵石县|111.7542049|36.8746473
2521|南王中遗址|灵石县|111.8118044|36.85562673
2522|玉成遗址|灵石县|111.7647908|36.81087745
2523|许家店遗址|灵石县|111.7242589|36.81152845
2524|许家店东遗址|灵石县|111.7288725|36.80869801
2525|靳村遗址|灵石县|111.721202|36.80210308
2526|来全遗址|灵石县|111.7285328|36.77470441
2527|岭后遗址|灵石县|111.8131521|36.77458874
2528|将军城汉墓|灵石县|111.8890896|36.77610076
2529|圪曹遗址|灵石县|111.7403924|36.73168169
2530|老坟园遗址|灵石县|111.7500159|36.72805873
2531|湾道岭遗址|灵石县|111.7655833|36.72698316
2532|仁义遗址|灵石县|111.7745841|36.74339972
2533|文长阁遗址|灵石县|111.7801318|36.73541788
2534|道阡遗址|灵石县|111.8083796|36.74215433
2535|程家坡遗址|灵石县|111.8167577|36.73219117
2536|师家沟遗址|灵石县|111.8357783|36.73790866
2537|前庄墓群|灵石县|111.8459679|36.73145526
2538|前庄遗址|灵石县|111.8505532|36.73502161
2539|乔家山遗址|灵石县|111.8554498|36.72686994
2540|西许遗址|灵石县|111.8645072|36.73938049
2541|东后庄遗址|灵石县|111.8618466|36.74362616
2542|马和遗址|灵石县|111.8889288|36.86563824
2543|马和墓群|灵石县|111.8892915|36.85880729
2544|旌介遗址|灵石县|111.9183382|36.89979302
2545|张村遗址|灵石县|111.7650951|36.92998826
2546|军营坊遗址|灵石县|111.7459623|36.92116998
2547|西里遗址|灵石县|111.8285742|36.88997163
2548|两渡遗址|灵石县|111.7814947|36.92377976
2549|上原遗址|灵石县|111.8809152|36.89689569
2550|静升遗址|灵石县|111.8808184|36.89533026
2551|茶房岭遗址|灵石县|111.8810121|36.8895527
2552|集广遗址|灵石县|111.8937292|36.89804152
2553|横岭遗址|和顺县|113.1737508|37.30389194
2554|仪城村遗址|和顺县|113.1347433|37.37066523
2555|石拐遗址|和顺县|113.1419218|37.36592473
2556|沙峪遗址|和顺县|113.2736399|37.26048253
2557|寒湖遗址|和顺县|113.3119702|37.29122804
2558|西河遗址|和顺县|113.1935932|37.5159276
2559|北军城遗址|和顺县|113.2037514|37.51403141
2560|马坊遗址|和顺县|113.2428944|37.53922376
2561|独堆遗址|和顺县|113.2605019|37.5168757
2562|寺头遗址|和顺县|113.2860329|37.49869251
2563|东喂马遗址|和顺县|113.512908|37.26612033
2564|平松遗址|和顺县|113.6519062|37.26984501
2565|邢村遗址|和顺县|113.6276958|37.32334491
2566|松烟遗址|和顺县|113.692539|37.20483247
2567|马连曲洞穴遗址|和顺县|113.6613871|37.16013636
2568|范庄洞穴遗址|和顺县|113.8190087|37.2160065
2569|背窑湾洞穴遗址|和顺县|113.8323837|37.23750804
2570|河北遗址|和顺县|113.5919727|37.34179898
2571|井玉沟遗址|和顺县|113.5708098|37.35856003
2572|北关城址|和顺县|113.5505357|37.35682467
2573|北仓遗址|和顺县|113.579381|37.32741414
2574|辉沟遗址|榆社县|113.0780468|37.27369112
2575|辉沟城址|榆社县|113.0777085|37.26912508
2576|上城南遗址|榆社县|113.0771167|37.25703354
2577|郜村遗址|榆社县|113.0839657|37.24637945
2578|孟家庄遗址|榆社县|113.0427868|37.17112438
2579|赵王东遗址|榆社县|112.9961118|37.15302934
2580|赵王遗址|榆社县|112.9884171|37.14930886
2581|南山㟦遗址|榆社县|112.9291432|37.14939342
2582|更修遗址|榆社县|112.9522271|37.16545911
2583|北翟管遗址|榆社县|112.9501132|37.18609084
2584|南翟管遗址|榆社县|112.9578078|37.18042557
2585|上沟遗址|榆社县|112.9555248|37.19699859
2587|东坪遗址|榆社县|112.9488448|37.20570789
2588|东形彰遗址|榆社县|112.783791|37.14871697
2589|双峰遗址|榆社县|112.9529035|37.23056743
2590|道陆遗址|榆社县|112.9603445|37.25322851
2591|西形彰遗址|榆社县|112.7727141|37.13814744
2592|砂沟遗址|榆社县|112.7716994|37.13451152
2593|后河墓群|榆社县|112.7766037|37.12182808
2594|河峪墓群|榆社县|112.7858203|37.11523269
2595|高家坪遗址|榆社县|112.7949524|37.11506358
2596|鱼头遗址|榆社县|112.7987575|37.10990565
2597|大沟遗址|榆社县|112.7810852|37.10364848
2598|向阳遗址|榆社县|112.7745744|37.04894058
2599|大堰遗址|榆社县|112.8001949|37.04784135
2600|河凹墓群|榆社县|112.7851439|37.09248706
2601|马家台遗址|榆社县|112.8231097|37.03160655
2602|寨上遗址|榆社县|112.8324954|37.02966176
2603|乔家沟遗址|榆社县|112.8801429|37.02983087
2604|桃阳东遗址|榆社县|112.8934182|37.02458838
2605|桃阳遗址|榆社县|112.899168|37.03236756
2606|牛村扇遗址|榆社县|112.8924035|37.01097482
2607|金藏遗址|榆社县|112.8770143|37.0174011
2608|东庄墓群|榆社县|112.9192078|37.02332004
2609|邓峪遗址|榆社县|112.9601331|36.99135777
2610|上石拐遗址|榆社县|112.9418266|36.97165616
2611|台曲遗址|榆社县|112.9603445|36.96603317
2612|十亩上遗址|榆社县|112.9324409|36.96375015
2613|北柏坡遗址|榆社县|112.937176|36.94337209
2614|常银墓群|榆社县|112.9449552|36.94125819
2615|常银遗址|榆社县|112.949944|36.93770682
2616|魏城遗址|榆社县|112.9368378|36.92908209
2617|松树坟遗址|榆社县|112.9540027|36.92451605
2618|南砂坪遗址|榆社县|112.9350621|36.90861947
2619|东方山遗址|榆社县|112.9321872|36.90422255
2620|岚峪遗址|榆社县|113.0875171|36.95377251
2621|讲堂遗址|榆社县|113.0910684|37.00129313
2622|杜余沟墓群|榆社县|112.9861764|37.05342206
2623|河南街墓群|榆社县|112.967574|37.06137035
2624|北瓦窑遗址|榆社县|112.9736621|37.0694032
2625|常家坪遗址|榆社县|112.9737466|37.07396924
2626|三角坪墓群|榆社县|112.9740849|37.07768971
2627|墩疙瘩遗址|榆社县|112.9608095|37.09147238
2628|东汇遗址|榆社县|113.0055398|37.08064918
2629|沿壁遗址|榆社县|113.0153483|37.08479244
2630|王景遗址|榆社县|113.053145|37.10347937
2631|南坪遗址|榆社县|112.9567508|37.10821452
2632|幸福坪遗址|榆社县|112.930792|37.11658559
2633|南山遗址|榆社县|112.9406006|37.11590914
2634|北白遗址|榆社县|112.9392477|37.13112927
2635|小牛沟墓群|榆社县|112.9250422|37.14017679
2636|大寨遗址|榆社县|112.9531995|37.1308756
2637|东黄漳遗址|左权县|113.61574|36.95698565
2638|前柴遗址|左权县|113.5274633|36.79599053
2639|下麻田遗址|左权县|113.5242502|36.77603526
2640|羊角遗址|左权县|113.7489161|36.90223547
2641|大南庄遗址|左权县|113.733696|36.986073
2642|小南庄遗址|左权县|113.7357254|37.01664009
2643|下庄遗址|左权县|113.7347107|37.0210793
2644|寒王遗址|左权县|113.4598394|37.2095552
2645|平王遗址|左权县|113.4554002|37.19826694
2646|下丰垢遗址|左权县|113.4211549|37.15704576
2647|梁峪遗址|左权县|113.3577377|37.00636651
2648|滩里遗址|左权县|113.454766|36.86621451
2649|城西北墓群|左权县|113.3704927|37.08581778
2650|城北遗址|左权县|113.3766102|37.08344753
2651|李家会遗址|文水县|111.6545997|37.53766047
2652|陈家社遗址|文水县|111.6611515|37.53196796
2653|穆家寨遗址|文水县|111.96807|37.39275336
2654|上贤墓群|文水县|111.9708894|37.3711044
2655|上贤遗址|文水县|111.9780386|37.36707668
2656|上贤战国墓|文水县|111.9842816|37.35751086
2657|乐村遗址|文水县|112.0110659|37.40977046
2658|冀周墓群|文水县|112.0334701|37.41747346
2659|章多墓葬|文水县|112.028234|37.46026793
2660|南相龙遗址|文水县|112.0321611|37.45583744
2661|南徐遗址|文水县|112.0419283|37.47265315
2662|北峪口遗址|文水县|112.0612613|37.50396863
2663|西峪口遗址|文水县|112.0179634|37.50860051
2664|西夏祠遗址|文水县|112.0068749|37.39465073
2665|孝义遗址|文水县|112.0046706|37.39317223
2666|马东遗址|文水县|111.9963104|37.38346792
2667|孝义墓群|文水县|111.9981921|37.38223136
2668|南梁遗址|文水县|111.9947513|37.3781991
2669|开栅遗址|文水县|112.0576008|37.50976174
2670|寺坡遗址|文水县|112.0531653|37.51183164
2671|阳蒿塔墓群|岢岚县|111.5352212|38.6862281
2672|梁家会城址|岢岚县|111.5249389|38.68671197
2673|南移庄遗址|岢岚县|111.5163502|38.69384908
2674|梁家会北城址|岢岚县|111.5193744|38.68840552
2675|马蒲塔遗址|岢岚县|111.5231244|38.81227663
2676|后牛栏遗址|岢岚县|111.5226405|38.95913163
2677|龙头堡遗址|岢岚县|111.5029228|38.94219613
2678|荒沟遗址|岢岚县|111.5032857|38.93360741
2679|李家沟遗址|岢岚县|111.517076|38.91098642
2680|樊家洼遗址|岢岚县|111.4783663|38.90747835
2681|前长柳遗址|岢岚县|111.4690518|38.90009931
2682|石佛河遗址|岢岚县|111.4388098|38.95562356
2683|神堂梁遗址|岢岚县|111.370221|38.88376864
2684|华咀渠遗址|岢岚县|111.4021565|38.87106702
